city,temperature,humidity,weather,wind_speed,pressure
Al Hāshimīyah,17.1,48,light rain,3.06,1013
Temple Area,15.01,66,clear sky,1.79,1014
Al Faşāyil,19.39,52,scattered clouds,1.72,1014
Al Fandaqūmīyah,12.39,63,light rain,0.77,1014
Al Bīrah,14.33,66,broken clouds,7.69,1014
Al ‘Ayzarīyah,13.44,61,clear sky,1.79,1014
Al ‘Awjā,18.7,51,few clouds,1.46,1014
Al ‘Aţţārah,12.84,63,light rain,0.92,1014
‘Ajjūl,15.85,72,light rain,6.88,1014
‘Ajjah,12.9,57,light rain,1.16,1013
West Bank,15.99,66,clear sky,7.92,1014
‘Ibwayn,15.91,72,light rain,6.88,1014
Abū Qashsh,14.29,66,broken clouds,7.63,1014
Abū Dīs,13.01,60,clear sky,1.79,1014
‘Ābūd,16.59,63,light rain,6.17,1014
‘Ushaysh al Jahrā’,19.24,27,overcast clouds,3.83,1013
Kuwait,17.14,34,broken clouds,3.6,1013
Janūb as Surrah,14.73,67,overcast clouds,4.3,1013
Hawalli,14.8,67,overcast clouds,0.89,1013
Ḩawallī,14.93,67,overcast clouds,0.89,1013
Bayān,14.92,67,overcast clouds,0.89,1013
Az Zawr,15.01,53,broken clouds,3.11,1013
As Sālimīyah,14.98,67,overcast clouds,0.89,1013
Al Shamiya,14.43,67,overcast clouds,4.16,1013
Ar Riqqah,13.61,74,overcast clouds,1.79,1013
An Nijfah,13.75,74,overcast clouds,1.79,1013
Al Wafrah,19.2,33,overcast clouds,4.29,1013
Al Manqaf,13.81,74,overcast clouds,4.14,1013
Al Mahbūlah,13.86,74,overcast clouds,1.79,1013
Kuwait City,14.92,67,overcast clouds,0.89,1013
Al Asimah,15.03,67,overcast clouds,4.08,1013
Muḩāfaz̧at al Jahrā’,19.24,27,overcast clouds,3.83,1013
Al Jahra,19.24,27,overcast clouds,3.83,1013
Al Funayţīs,13.86,74,overcast clouds,1.79,1013
Al Faḩāḩīl,14.94,41,overcast clouds,4.14,1013
Al Finţās,13.85,74,overcast clouds,1.79,1013
Al Farwānīyah,14.78,67,overcast clouds,4.26,1013
Al Bida‘,15.01,67,overcast clouds,0.89,1013
Al Ahmadi,14.57,37,overcast clouds,4.27,1013
Al Aḩmadī,13.47,29,overcast clouds,4.47,1013
Ad Dasmah,14.97,67,overcast clouds,0.89,1013
Thamarīt,28.67,17,clear sky,8.31,1011
Sūr Yāl Bū Rashīd,27.85,47,few clouds,5.02,1011
Sur,26.47,43,clear sky,1.32,1013
As Suhaylah ash Sharqīyah,28.54,25,overcast clouds,2.69,1012
Sohar,26.2,51,broken clouds,4.9,1011
Sufālat Samā’il,31.22,18,clear sky,2.57,1011
Shināş,26.27,56,overcast clouds,3.64,1012
Salalah,27.05,65,clear sky,3.09,1013
Saham,25.5,55,broken clouds,6.28,1011
Oman,32.27,13,clear sky,3.71,1012
Nizwá,29.85,16,few clouds,6.45,1012
Mirbāţ,24.64,52,clear sky,1.82,1013
Mazra‘ Khuşayyin,30.9,19,clear sky,0.86,1011
Muscat,26.6,48,clear sky,2.79,1012
Khasab,23.02,53,overcast clouds,4.89,1012
Izkī,30.15,16,clear sky,6.23,1012
Ibri,32.03,15,broken clouds,2.89,1011
Ibrā’,31.22,14,clear sky,6.03,1012
Haymā’,32.42,17,clear sky,3.46,1011
Ḩallūf,25.6,24,clear sky,7.89,1013
Ghubrat Tanūf,29.25,16,broken clouds,6.04,1012
Dib Dibba,23.34,53,overcast clouds,4.63,1012
Camp,24.66,69,clear sky,4.38,1013
Bilād Şūr,27.29,38,clear sky,1.88,1013
Bidbid,30.6,21,clear sky,1.37,1011
Bawshar,24.65,61,scattered clouds,1.54,1012
Barkā’,27.35,43,broken clouds,4.69,1011
Bahlā’,30.13,15,broken clouds,7.12,1012
Badīyah,31.22,16,clear sky,4.68,1012
As Suwayq,27.91,45,few clouds,4.86,1011
Seeb,26.35,53,clear sky,4.34,1011
Şa‘rā’ al Qadīmah,27.71,34,few clouds,6.69,1012
Rustaq,30.75,23,few clouds,5.53,1012
Al Qābil,31.33,15,clear sky,6.19,1012
Liwá,26.92,47,broken clouds,5.49,1011
Al Khābūrah,26.88,50,few clouds,6.94,1011
Jibal,32.94,15,clear sky,4.52,1011
Buraimi,27.68,34,few clouds,6.69,1012
Al Aflāj,31.77,13,clear sky,4.25,1012
Adam,32.57,13,clear sky,3.71,1011
Umm Şalāl Muḩammad,19.9,45,overcast clouds,4.15,1013
Umm Şalāl ‘Alī,19.95,43,overcast clouds,3.86,1013
Umm Bāb,18.86,63,overcast clouds,5.2,1014
Qatar,23.56,37,overcast clouds,3.94,1013
Nu‘ayjah,19.98,83,light rain,4.63,1013
Madīnat ash Shamāl,18.97,57,overcast clouds,3.91,1014
Dukhān,18.63,63,overcast clouds,3.76,1014
Az̧ Z̧a‘āyin,21.58,49,overcast clouds,4.52,1013
Ash Shīḩānīyah,22.97,35,scattered clouds,3.08,1013
Ar Ruways,19.11,55,overcast clouds,4.08,1014
Ar Rayyan,19.9,83,light rain,4.63,1013
Al Wusayl,20.02,50,overcast clouds,4.75,1013
Al Wukayr,20.01,83,light rain,4.63,1013
Al Wakrah,19.96,73,light rain,4.63,1013
Al Khor,21.36,46,overcast clouds,4.34,1013
Al Jumaylīyah,22.08,36,overcast clouds,4.14,1013
Al Ghuwayrīyah,21.2,41,overcast clouds,3.49,1014
Doha,19.99,83,light rain,4.63,1013
Umm ash Sha‘ūm,18.32,84,few clouds,4.63,1014
Sitrah,18.33,84,few clouds,4.63,1014
Sār,17.95,82,few clouds,4.63,1014
Samāhīj,18,82,few clouds,4.63,1014
Madīnat ‘Īsá,18.3,84,few clouds,4.63,1014
Jidd Ḩafş,17.99,82,few clouds,4.63,1014
Ḩillat ‘Abd aş Şāliḩ,17.97,82,few clouds,4.63,1014
Madīnat Ḩamad,18.12,84,overcast clouds,2.57,1014
Dār Kulayb,18.3,57,overcast clouds,2.16,1014
Bahrain,19.33,58,overcast clouds,1.7,1014
Al Muharraq,17.98,82,few clouds,4.63,1014
Muharraq,17.99,82,few clouds,4.63,1014
Manama,18.32,83,few clouds,4.63,1014
Al Ḩadd,18.32,84,few clouds,4.63,1014
Z̧uwayhir,31.14,22,clear sky,3.68,1011
United Arab Emirates,21.94,66,clear sky,8.01,1013
Umm al-Quwain,26.18,64,overcast clouds,3.86,1013
Umm al Qaywayn,26.84,51,scattered clouds,4.31,1013
‘Ūd al Bayḑā’,25.55,46,scattered clouds,5.72,1013
Ash Shindaghah,25.99,44,clear sky,2.06,1013
Ras al-Khaimah,27.12,39,clear sky,1.54,1013
Ra’s al Khaymah,27.01,18,few clouds,1.54,1013
Rafā‘,25.05,50,few clouds,4.82,1012
Mezaira’a,31.45,21,clear sky,4.05,1011
Khor'fakkan,25.03,49,scattered clouds,5.41,1012
Dubai,25.96,44,clear sky,2.57,1013
Dubai,25.9,50,broken clouds,5.52,1013
Dibba Al-Hisn,26.26,49,few clouds,2.72,1012
Sharjah city,26.16,41,clear sky,2.57,1013
Sharjah Emirate,25.76,40,few clouds,5.58,1013
Ar Ruways,20.52,70,clear sky,6.46,1013
Al Qīmī,27.8,36,few clouds,5.66,1012
Al Jaḩr,28.19,36,few clouds,5.66,1012
Fujairah,25.07,65,clear sky,4.63,1012
Fujairah Emirate,24.28,65,clear sky,4.12,1013
Al Ain,27.79,34,few clouds,6.69,1012
Ajman,26.19,41,clear sky,2.06,1013
Adh Dhayd,25.4,44,few clouds,5.63,1013
Abu Dhabi,24.01,69,clear sky,4.63,1013
Abu Dhabi Emirate,25.81,43,clear sky,6.89,1012
Ẕur Moshe,14.84,59,light rain,2.66,1014
Ẕur Hadassa,15.27,63,scattered clouds,8.18,1014
Safed,15.16,45,broken clouds,0.45,1013
Yotvata,20.11,31,clear sky,5.84,1014
Yoqne‘am ‘Illit,18.75,48,clear sky,2.06,1013
Yodefat,17.05,50,few clouds,1.34,1014
Yirkā,17.84,50,scattered clouds,1.34,1014
Jerusalem District,18.28,63,scattered clouds,5.8,1014
Yeruham,15.16,50,clear sky,8.51,1014
Yavne’el,17.47,37,clear sky,1.83,1013
Yavné,18.92,72,clear sky,1.79,1014
Jaffa,19.09,68,scattered clouds,5.66,1014
Yad H̱anna,14.99,59,light rain,2.05,1014
‘Uzeir,18.83,51,few clouds,1.56,1014
Urim,17.72,52,clear sky,7.36,1014
Umm el Faḥm,16.39,45,clear sky,3.79,1013
Tirat Ẕevi,19.51,49,clear sky,3.36,1014
Tirat Carmel,19.75,37,clear sky,2.06,1014
Timrat,17.64,48,clear sky,2.67,1013
Teverya,20.8,37,few clouds,2.03,1013
Tequma,17.62,54,clear sky,7.21,1014
Tel Mond,14.84,64,light rain,3.66,1014
Tel Litwinsky,18.81,68,light rain,5.66,1014
Tel H̱anan,18.91,42,clear sky,2.06,1014
Tel Aviv,19.14,63,light rain,6.17,1014
Tel Aviv,19.1,63,light rain,6.17,1014
Ma'alot-Tarshiha,17.03,51,scattered clouds,3.84,1014
Tamra,18.78,50,clear sky,2.06,1014
Talme Menashe,18.15,74,scattered clouds,5.66,1014
Sūlam,18.15,40,clear sky,2.57,1013
Shelomi,19.69,54,few clouds,4.88,1014
Sderot,17.65,55,clear sky,6.85,1014
Savyon,18.76,68,light rain,5.66,1014
Sakhnīn,18.45,51,scattered clouds,1.34,1014
Sājūr,17.64,51,scattered clouds,1.34,1014
Ruẖama,17.37,55,clear sky,6.94,1014
Rosh Pinna,16.23,42,scattered clouds,1.54,1013
Rosh HaAyin,18.99,63,light rain,6.17,1014
Rishon LeZiyyon,18.66,72,scattered clouds,6.17,1014
Rekhasim,19.14,43,clear sky,2.06,1014
Rehovot,18.12,74,scattered clouds,5.66,1014
Ramla,18.53,72,scattered clouds,6.17,1014
Ramat Yishai,18.85,43,clear sky,2.06,1013
Ramat HaSharon,18.75,68,light rain,5.66,1014
Ramat Gan,18.88,63,light rain,6.17,1014
Ramat Aviv,19.11,68,light rain,5.66,1014
Qiryat Yam,19.37,43,clear sky,2.06,1014
Qiryat Tiv‘on,18.43,43,clear sky,2.06,1014
Qiryat Shemu’el,19.4,43,clear sky,2.06,1014
Kiryat Shmona,14.22,56,overcast clouds,5.23,1014
Kiryat Motzkin,18.88,48,clear sky,0.45,1014
Qiryat H̱ayyim,19.46,42,clear sky,2.06,1014
Kiryat Gat,17.04,58,clear sky,6.29,1014
Kiryat Bialik,18.9,43,clear sky,4.12,1014
Kiryat Ata,19.22,43,clear sky,2.06,1014
Qevuẕat Yavne,18.17,74,clear sky,5.48,1014
Qalansuwa,15,64,light rain,2.76,1014
Petah Tikva,18.93,63,light rain,6.17,1014
Pardesiyya,14.9,59,light rain,2.66,1014
Pardés H̱anna Karkur,18.27,47,light rain,2.19,1013
Or Yehuda,19.05,68,scattered clouds,5.66,1014
Orot,18.17,59,clear sky,5.71,1014
Or Akiva,18.52,47,clear sky,2.37,1013
Qiryat Ono,19.03,68,scattered clouds,5.66,1014
Ofakim,17.64,52,clear sky,7.54,1014
Nordiyya,14.97,59,light rain,2.66,1014
Nirim,17.65,53,clear sky,7.29,1014
Nir‘am,17.62,56,clear sky,6.91,1014
Newé Ẕedeq,19.17,68,scattered clouds,5.66,1014
Neve Efrayim,19,68,scattered clouds,5.66,1014
Nevatim,15.99,55,few clouds,8.37,1014
Netivot,17.33,53,clear sky,7.29,1014
Netanya,15.02,58,light rain,2.87,1014
Ness Ziona,18.28,74,scattered clouds,5.66,1014
Nesher,18.78,48,clear sky,0.45,1014
Nein,18.02,39,clear sky,2.42,1013
Neẖalim,18.94,68,light rain,5.66,1014
Naẕerat ‘Illit,16.7,38,clear sky,1.99,1013
Nazareth,17.15,39,clear sky,2.15,1013
Naḥf,18.04,51,scattered clouds,1.34,1014
Nahariya,19.1,53,few clouds,5.47,1014
Mitzpe Ramon,13.39,45,clear sky,7.47,1014
Mishmar HaNegev,17.02,54,clear sky,7.62,1014
Mi‘ilyā,16.65,51,scattered clouds,3.84,1014
Migdal HaEmeq,17.86,40,clear sky,2.91,1013
Mevo Beiter,15.02,66,scattered clouds,8.18,1014
Metulla,12.64,58,overcast clouds,5.55,1014
Mazkeret Batya,18.12,74,scattered clouds,5.66,1014
Maẖseya,18.24,63,scattered clouds,5.8,1014
Maẖanayim,17.03,42,scattered clouds,1.54,1013
Maghār,18.03,49,scattered clouds,1.54,1014
Ma‘agan Mikha’el,18.7,45,clear sky,3.44,1013
Lod,18.79,68,scattered clouds,5.66,1014
Lakhish,16.01,60,few clouds,6.65,1014
Kfar Yona,14.86,59,light rain,2.35,1014
Kefar Vitqin,17.53,56,light rain,2.46,1014
Kefar Tavor,19.32,37,clear sky,1.83,1013
Kefar Shemaryahu,18.99,61,light rain,4.4,1014
Kfar Saba,14.9,60,light rain,6.17,1014
Kefar H̱abad,18.95,68,scattered clouds,5.66,1014
Kefar Aharon,18.21,74,scattered clouds,5.66,1014
Kaukab Abū el Hījā,17.42,49,clear sky,2.06,1014
Karmiel,18.55,49,scattered clouds,2.65,1014
Kfar Yasif,19.51,49,clear sky,2.06,1014
Kafr Qāsim,18.44,68,light rain,5.66,1014
Kafr Miṣr,17.54,38,clear sky,2.02,1013
Kafr Mandā,19.04,51,few clouds,2.17,1014
Kafr Kannā,18.39,51,clear sky,1.78,1013
Kafr Kammā,18.67,37,clear sky,1.84,1013
Kābūl,19.28,49,clear sky,2.06,1014
Judeida Makr,19.16,49,clear sky,2.06,1014
Jīsh,13.82,42,scattered clouds,1.54,1014
Jaljūlya,14.95,64,light rain,5.66,1014
Israel,16.68,57,clear sky,6.98,1014
Iksāl,18.73,38,clear sky,2.21,1013
Ibṭīn,19.4,43,clear sky,2.06,1014
Ḥurfeish,15.88,49,broken clouds,2.95,1014
Holon,18.92,71,scattered clouds,6.17,1014
Hod HaSharon,19.01,63,light rain,6.17,1014
Herẕliyya B,19.01,68,light rain,5.66,1014
Herzliya,18.86,68,light rain,5.66,1014
Haifa District,19.27,44,clear sky,3.68,1013
Haifa,19.52,37,clear sky,2.06,1014
H̱aẕerim,16.71,52,clear sky,7.9,1014
Northern District,17.22,49,few clouds,1.59,1014
Hartuv,18.31,63,scattered clouds,5.8,1014
Central District,18.99,68,light rain,5.66,1014
Hadera,18.31,50,light rain,1.27,1013
Southern District,14,45,clear sky,7.74,1014
Giv‘at Shmuel,18.88,68,light rain,5.66,1014
Giv‘at Mordekhay,15.26,63,few clouds,1.34,1014
Giv‘atayim,18.9,68,light rain,5.66,1014
Gedera,18.7,72,clear sky,5.44,1014
Gan Yavne,18.75,72,clear sky,5.6,1014
Ganei Tikva,18.75,68,light rain,5.66,1014
Gal’on,16.43,60,few clouds,6.24,1014
Pasuta,16,49,broken clouds,3.64,1014
Even Yehuda,14.97,64,light rain,3.67,1014
Tirah,14.75,64,light rain,3.51,1014
Eṭ Ṭaiyiba,14.74,64,light rain,2.76,1014
Esh Sheikh Dannūn,19.47,49,few clouds,5.23,1014
Er Reina,17.6,39,clear sky,1.94,1013
‘En Zetim,13.96,42,scattered clouds,1.54,1013
‘En Netafim,16.39,31,clear sky,5.79,1014
‘En Boqeq,21.99,41,broken clouds,3.92,1014
Elyakhin,18.06,53,light rain,1.1,1013
El Mazra‘a,18.85,48,few clouds,5.47,1014
El Huzaiyil,16.53,56,clear sky,7.39,1014
El Fureidīs,19.92,45,clear sky,3.96,1013
Eilat,20.72,30,clear sky,4.96,1014
‘Eilabun,18.74,49,scattered clouds,1.34,1013
Dimona,15.09,50,clear sky,8.99,1014
Deir Ḥannā,18.34,49,scattered clouds,1.37,1014
Daliyat al Karmel,16.21,48,clear sky,4.8,1014
Dabbūrīya,19.04,38,clear sky,1.89,1013
Buqei‘a,16.18,49,broken clouds,2.65,1014
Bu‘eina,18.74,49,few clouds,1.43,1014
Bīr el Maksūr,17.81,48,clear sky,2.06,1014
Binyamina,18.29,45,clear sky,3.06,1013
Bet Yiẕẖaq,14.51,58,light rain,2.87,1014
Bet Shemesh,18.1,61,scattered clouds,5.8,1014
Bet Shean,19.45,44,clear sky,2.88,1013
Bet Qama,16.54,57,clear sky,7.19,1014
Bet ‘Ezra,18.79,59,clear sky,5.78,1014
Bet Dagan,18.99,68,scattered clouds,5.66,1014
Bnei Brak,19.08,63,light rain,6.17,1014
Bnei Ayish,18.7,72,clear sky,5.58,1014
Beit Jann,14.36,49,scattered clouds,1.54,1014
Beersheba,16.13,55,clear sky,8.21,1014
Bat Yam,18.92,72,scattered clouds,5.66,1014
Basmat Ṭab‘ūn,18.09,43,clear sky,2.06,1014
Bāqa el Gharbīya,18.02,52,light rain,1.01,1013
‘Azriqam,18.83,59,clear sky,5.69,1014
Azor,19.07,68,scattered clouds,5.66,1014
Athlit,20.01,37,clear sky,2.06,1014
Ashquelon,17.18,59,clear sky,6.1,1014
Ashdod,19.01,72,clear sky,5.48,1014
Allonim,18.55,43,clear sky,2.06,1014
Acre,19.32,43,clear sky,2.06,1014
Afula,18.02,39,clear sky,2.42,1013
Afula,18.56,40,clear sky,2.82,1013
Abu Ghosh,15.34,63,scattered clouds,1.34,1014
Demre,13.74,66,clear sky,3.83,1015
Zara,1.49,82,overcast clouds,1.08,1018
Yunak,8.87,42,broken clouds,3.05,1013
Yumurtalik,15.44,46,few clouds,3.54,1015
Yüksekova,-1.83,78,overcast clouds,0.72,1016
Salat,10.15,49,overcast clouds,0.8,1016
Yozgat Province,3.43,73,scattered clouds,1.42,1017
Yozgat,5.53,59,scattered clouds,2.69,1015
Yolbaşı,7.75,43,overcast clouds,3.33,1015
Yolağzı,6.37,45,overcast clouds,2.78,1016
Yoğurtlu,0.96,55,scattered clouds,3.09,1020
Yıldızeli,1.41,81,overcast clouds,1.53,1019
Yeşilyurt,5.97,90,overcast clouds,0.85,1019
Yeşilova,9.41,37,clear sky,3.24,1013
Yeşilli,10.78,45,overcast clouds,2.68,1015
Yeşilköy,15.78,59,few clouds,4.12,1015
Erzin,15.47,44,few clouds,2.08,1015
Yeşilhisar,3.08,81,broken clouds,0.85,1017
Yeşilalan,5.46,53,overcast clouds,3.2,1016
Yerköy,9.03,54,scattered clouds,2.22,1015
Yenişarbademli,6.04,49,broken clouds,1.39,1013
Yenipınar,8.86,50,broken clouds,3.09,1016
Yenipazar,17.8,49,few clouds,1.4,1014
Yeniköy,10.16,50,broken clouds,3.09,1016
Yeniköy,12.37,31,overcast clouds,0.92,1014
Didim,15.43,61,overcast clouds,4.82,1015
Yenifarsak,9.35,47,scattered clouds,1.81,1015
Yenifakılı,1.64,93,scattered clouds,1.61,1018
Altpınar,9.62,46,few clouds,3.37,1013
Yenice,13.44,63,overcast clouds,1.31,1014
Yenice,9.84,53,overcast clouds,3.04,1014
Yediyol,10.03,50,broken clouds,3.09,1016
Yedisu,1.07,87,overcast clouds,0.87,1017
Şeker Mahallesı,9.41,47,light rain,3.94,1013
Yazıkonak,4.02,65,broken clouds,2.06,1019
Yazıhan,7.15,49,broken clouds,1.03,1018
Yayvantepe,8.83,38,overcast clouds,1.22,1014
Yaylı,12.79,38,clear sky,3.09,1015
Yayladere,0.02,81,overcast clouds,0.53,1018
Yayladağı,12.91,44,overcast clouds,4.13,1014
Yavuzeli,9.77,54,overcast clouds,0.25,1016
Yatağan,14.77,48,few clouds,3.04,1014
Yarma,10.03,41,few clouds,0.09,1013
Yaprakbaşı,6.81,51,overcast clouds,2.77,1016
Yalvaç,10,47,few clouds,3.25,1013
Yalıhüyük,9.85,40,clear sky,1.48,1013
Yahyalı,2.44,88,overcast clouds,1.38,1016
Yahşihan,11.84,47,overcast clouds,3.76,1013
Viranşehir,11.14,45,scattered clouds,1.93,1015
Varto,-4.25,88,overcast clouds,0.56,1021
Van Province,-2.47,64,broken clouds,2.57,1018
Van,0.64,64,broken clouds,2.57,1019
Uzungeçit,3.19,74,overcast clouds,1.46,1015
Cimin,-0.96,55,scattered clouds,3.09,1019
Uşak Province,10.53,47,few clouds,2.83,1014
Uşak,10.75,54,broken clouds,2.06,1014
Urla,14.81,67,broken clouds,4.91,1015
Ürgüp,4.92,81,few clouds,1.13,1016
Şanlıurfa Province,8.93,47,overcast clouds,2.17,1016
Sanliurfa,10.81,47,overcast clouds,2.15,1015
Uluyatır,10.71,50,broken clouds,2.57,1016
Ulus,11.77,47,overcast clouds,2.68,1013
Ulukışla,4.43,71,scattered clouds,1.68,1015
Uludere,4.48,50,overcast clouds,1.51,1014
Uluborlu,11.81,53,scattered clouds,2.95,1014
Ulubey,12.03,47,few clouds,2.52,1014
Ulaş,0.24,84,overcast clouds,0.76,1018
Ula,13.21,49,clear sky,3.28,1015
Kerh,8.86,44,overcast clouds,1.5,1016
Reshidi,4.81,53,overcast clouds,2.63,1016
Tuzlukçu,10.5,48,few clouds,2.29,1013
Tutak,-5.45,88,overcast clouds,1.01,1024
Tut,5.72,56,overcast clouds,0.86,1016
Türkoğlu,13.12,41,scattered clouds,2.06,1015
Turkey,1.45,100,scattered clouds,1.27,1018
Turgutlu,16.88,47,scattered clouds,2.72,1014
Tunceli Province,-0.2,80,overcast clouds,0.87,1019
Tunceli,2.98,80,overcast clouds,0.84,1019
Tufanbeyli,0.98,90,scattered clouds,0.46,1017
Torbalı,17.57,58,broken clouds,2.5,1015
Toptepe,8.61,38,overcast clouds,2.8,1015
Toprakkale,16.09,42,few clouds,2.54,1015
Tomarza,0.86,94,overcast clouds,0.36,1018
Tire,15.51,61,few clouds,2.36,1015
Tercan,-8.22,87,overcast clouds,0.46,1026
Telminar,12.25,34,overcast clouds,1.01,1014
Tepealtı,12.69,33,overcast clouds,1.17,1014
Tekman,-4.86,88,overcast clouds,0.34,1020
Tekirova,15.91,58,few clouds,2.28,1015
Tefenni,10.02,35,clear sky,3.5,1013
Tavşanlı,9.85,55,overcast clouds,3.45,1014
Tavas,11.29,42,scattered clouds,3.1,1014
Tatvan,-2.62,88,overcast clouds,1.64,1019
Taşlıçay,-6.63,89,overcast clouds,0.33,1021
Taşlı,8.5,42,overcast clouds,1.74,1015
Taşkent,5.53,53,scattered clouds,1.54,1014
Tarsus,16.52,43,clear sky,2.66,1014
Talas,1.04,64,scattered clouds,3.6,1016
Tabanlı,-3.05,74,broken clouds,2.06,1024
Şenocak,6.57,53,overcast clouds,2.52,1016
Pavlu Cebel,12.17,46,clear sky,3.35,1014
Susurluk,15.25,54,overcast clouds,1.21,1014
Suruç,11.15,48,overcast clouds,1.97,1015
Avine,6.05,55,overcast clouds,2.89,1016
Sulusaray,3.53,94,overcast clouds,0.86,1017
Söğütoluk,10.05,46,broken clouds,3.4,1013
Sultanhisar,17.58,50,few clouds,1.19,1014
Sultandağı,8.5,52,overcast clouds,1.29,1013
Sulak,12.67,28,clear sky,1.03,1014
Sulak,13.37,28,clear sky,1.03,1014
Şuhut,9.09,50,broken clouds,2.19,1013
Sorgun,4.23,71,broken clouds,1.51,1016
Soma,15.58,51,broken clouds,1.98,1014
Solhan,-2.46,87,overcast clouds,2,1020
Söke,15.33,56,overcast clouds,3.16,1015
Kindirip,6.8,45,overcast clouds,3.26,1015
Sivrihisar,9.43,43,broken clouds,2.73,1013
Sivrice,1.56,65,broken clouds,2.06,1019
Sivrice,8.83,39,overcast clouds,2.34,1015
Siverek,8.18,47,overcast clouds,3.43,1016
Sivaslı,10.11,50,few clouds,2.94,1014
Sivas Province,1.35,74,broken clouds,2.57,1019
Sivas,1.95,74,broken clouds,2.57,1019
Şirvan,8.4,50,clear sky,1.03,1015
Tililan,13.27,28,clear sky,1.03,1014
Şırnak,4.33,51,scattered clouds,0.45,1014
Sındırgı,15.36,45,overcast clouds,3.29,1014
Sincik,2.39,65,overcast clouds,1.72,1017
Sinanpaşa,9.28,50,few clouds,4.64,1013
Sinanköy,10.18,50,broken clouds,3.09,1016
Simav,10.82,49,scattered clouds,2.64,1014
Miepherkeim,8.16,42,overcast clouds,1.44,1016
Silopi,12.42,31,overcast clouds,1.12,1014
Silifke,14.97,53,few clouds,3.03,1015
Siirt Province,8.84,50,clear sky,1.03,1016
Siirt,9.08,50,clear sky,1.03,1015
Seyitgazi,10.44,44,overcast clouds,3.7,1013
Seyhan,17.92,33,clear sky,2.06,1015
Seydişehir,9.64,43,few clouds,1.6,1013
Sarnıç,16.53,55,broken clouds,2.57,1015
Serik,15.7,58,clear sky,2.97,1016
Şereflikoçhisar,6.01,56,scattered clouds,1.64,1016
Şenyurt,13.27,38,clear sky,3.09,1015
Şenoba,9.36,44,overcast clouds,1.6,1014
Ebish,6.72,46,overcast clouds,3.22,1016
Senirkent,10.07,53,scattered clouds,2.91,1014
Şemdinli,1.44,89,overcast clouds,0.7,1016
Side,14.46,62,clear sky,2.4,1016
Selendi,13.68,46,few clouds,1.64,1014
Selçuk,15.9,59,overcast clouds,2.33,1015
Seksenören,12.04,46,overcast clouds,1.61,1015
Sekili,10.61,50,broken clouds,2.57,1016
Seferihisar,17.57,66,broken clouds,4.06,1015
Şefaatlı,6.45,51,few clouds,2.84,1015
Sazköy,13.75,41,scattered clouds,1.54,1013
Sazgın,9.88,50,broken clouds,2.57,1016
Savur,6.37,55,overcast clouds,2.69,1016
Savcıllı,16.19,46,few clouds,1.88,1014
Savaştepe,14.47,50,broken clouds,3.13,1014
Sason,6.19,65,overcast clouds,2.49,1016
Saruhanlı,16.44,49,overcast clouds,0.67,1014
Edremit,0.38,64,broken clouds,2.57,1019
Şarkışla,1.02,88,broken clouds,0.43,1018
Şarkîkaraağaç,9.12,51,few clouds,1.92,1013
Sarız,1.69,86,broken clouds,1.21,1016
Sarıyahşi,8.52,51,scattered clouds,0.33,1014
Sarıveliler,4.79,56,scattered clouds,2.27,1013
Sarıoğlan,0.65,90,scattered clouds,0.74,1019
Seri,7.75,42,overcast clouds,3.45,1015
Sarıkaya,2.81,78,few clouds,1.45,1017
Sarıharman,10.08,46,broken clouds,2.06,1016
Sarıgöl,16.14,45,few clouds,1.46,1014
Sarayönü,10.43,42,few clouds,1.71,1013
Sarayköy,16.51,42,few clouds,0.77,1014
Saraykent,2.37,87,broken clouds,1.3,1017
Saray,-2.75,78,overcast clouds,0.45,1017
Saraçköy,16.9,65,scattered clouds,1.54,1014
Şaphane,8.28,47,scattered clouds,3.18,1014
Sandıklı,9.57,48,broken clouds,2.78,1013
Samsat,10.62,46,broken clouds,2.06,1016
Samandağ,15.29,48,overcast clouds,5.56,1015
Salihli,16.34,48,scattered clouds,2.67,1014
Saimbeyli,2.05,57,broken clouds,0.43,1014
Reyhanlı,15.66,40,overcast clouds,2.99,1015
Refahiye,-0.63,87,overcast clouds,0.17,1018
Pulumer,-1.05,87,overcast clouds,1.31,1019
Pozantı,9.94,52,broken clouds,0.86,1014
Polatlı,11.4,42,overcast clouds,2.7,1013
Razvaliny Ayinvan,14.16,29,overcast clouds,0.79,1014
Pınardere,5.83,53,overcast clouds,3.07,1016
Pınarca,11.07,50,clear sky,1.03,1016
Pınarbaşı,1.43,91,overcast clouds,1.23,1016
Pınarbaşı,12.66,37,overcast clouds,2.58,1014
Pervari,5.4,88,overcast clouds,0.38,1016
Pertek,2.65,59,overcast clouds,0.8,1018
Pazaryeri,9.57,63,overcast clouds,2.58,1014
Pazarlar,9.33,47,scattered clouds,2.96,1014
Pazarcık,8.92,55,overcast clouds,1.21,1016
Patnos,-6.05,88,overcast clouds,0.67,1023
Pasinler,-8.63,88,overcast clouds,0.64,1026
Pamukkale,15.01,44,clear sky,0.94,1014
Palu,1.51,77,overcast clouds,0.86,1020
